user_id,date,landing,region,dispositivo,traffic_source,user_type,converted,gasto
1cc0d7e0-7709-4059-92db-7a86b6e82e2c,2026-01-05,A,Occidente,Mobile,Ads,Recurrente,0,0.0
cf7b0c7a-0598-42a8-8c1a-8fc3f82696c3,2026-01-26,A,Oriente,Mobile,Email,Nuevo,0,0.0
d1eaf697-a475-45a8-bef5-6595982f9514,2026-01-02,B,Occidente,Desktop,Ads,Recurrente,0,0.0
65a360e7-eeaa-4834-9eb5-019e60ebc9b3,2026-01-25,A,Centro,Mobile,Organic,Nuevo,0,0.0
c8dda4c0-bdaf-4e35-915c-a16b8d8f6d23,2026-01-18,A,Centro,Desktop,Organic,Recurrente,0,0.0
afe2586c-62e6-4d85-a4fa-17e62a6ebf55,2026-01-01,A,Norte,Mobile,Email,Nuevo,0,0.0
ece41536-030b-46c5-b985-715e780533ee,2026-01-16,B,Sur,Mobile,Ads,Recurrente,0,0.0
6f0544ba-5a8c-44a7-a0bc-47e8d85671c1,2026-01-27,B,Norte,Mobile,Referral,Nuevo,0,0.0
43ae1fe7-e49e-44f6-96a4-abe7d7163666,2026-01-12,A,Oriente,Mobile,Email,Recurrente,0,0.0
30104d13-7656-4395-a339-598f5ebd14e6,2026-01-16,A,Norte,Desktop,Organic,Nuevo,0,0.0
19f9c768-6f3d-4e99-a5dc-ea29152818d1,2026-01-09,B,Norte,Mobile,Organic,Recurrente,0,0.0
c928fce1-09ba-41ad-b339-b92a7f30d54b,2026-01-13,B,Sur,Mobile,Referral,Nuevo,0,0.0
73704e7e-83ff-456c-9936-b0016ff691d4,2026-01-05,B,Sur,Mobile,Referral,Recurrente,0,0.0
185f5f3d-85ac-4d2b-b733-221bbb485ce1,2026-01-05,B,Occidente,Mobile,Email,Recurrente,1,109.2
6b1cdceb-93ba-4b65-82fa-4b5b6ebf0e8c,2026-01-18,A,Sur,Desktop,Ads,Recurrente,0,0.0
14dbae7f-a364-43de-b002-0020cbe5f3e4,2026-01-09,B,Sur,Mobile,Organic,Recurrente,0,0.0
8e22b5d8-0a32-4545-b474-3d97e62535b8,2026-01-24,B,Sur,Mobile,Email,Recurrente,1,97.77
eb368fc6-8d13-44aa-af4f-c547ae9a53ce,2026-01-25,A,Occidente,Mobile,Referral,Recurrente,0,0.0
6e98fd18-1ef1-4828-88d6-ee3c93557ff3,2026-01-06,B,Occidente,Mobile,Organic,Recurrente,0,0.0
de01e2b3-b88a-4725-9958-aad149868255,2026-01-25,A,Oriente,Desktop,Organic,Nuevo,1,64.52
b8b20c33-63f6-4b56-945a-2a4c37855afd,2026-01-17,A,Centro,Desktop,Email,Nuevo,0,0.0
fbc81c6f-3633-4bce-ac50-e38895a24a7f,2026-01-19,B,Norte,Mobile,Organic,Nuevo,0,0.0
f8945853-24c1-4983-957c-8fee56a28e14,2026-01-12,A,Norte,Mobile,Organic,Nuevo,0,0.0
6c083732-dcf4-4a40-b82a-2e54576b29c4,2026-01-13,B,Oriente,Mobile,Ads,Recurrente,0,0.0
fb8ae74e-7a5a-445d-9198-7a4c75cdd55d,2026-01-01,A,Norte,Mobile,Organic,Nuevo,0,0.0
1cf42eb4-f9c6-42e9-a830-f80975b5c73f,2026-01-03,A,Occidente,Mobile,Ads,Nuevo,0,0.0
4b73564c-e368-4a19-b7d5-4dcaf71eea5f,2026-01-15,B,Norte,Desktop,Email,Nuevo,0,0.0
fbf80de5-0029-47b0-bc44-d3c3ceaa4aee,2026-01-18,A,Centro,Mobile,Organic,Nuevo,0,0.0
af8f6dfe-316c-4f5a-bcce-29037b2a6f8d,2026-01-04,A,Norte,Desktop,Ads,Recurrente,0,0.0
9b4f8c76-26b4-4a18-9259-014ba7da2b05,2026-01-16,B,Oriente,Mobile,Organic,Nuevo,0,0.0
e2204834-b6b7-47b9-9f04-fb26d7d474dd,2026-01-20,B,Centro,Desktop,Ads,Recurrente,0,0.0
37303c59-e16d-4651-a92f-014db0dc454f,2026-01-22,A,Oriente,Mobile,Organic,Nuevo,0,0.0
c6710618-d2b1-44c8-a7aa-d4ac9b248b73,2026-01-23,B,Sur,Desktop,Ads,Nuevo,0,0.0
754e47a2-c9b0-48ca-93e3-d76b88f25aa0,2026-01-13,B,Norte,Mobile,Organic,Recurrente,0,0.0
5f3715ce-4489-4668-84f6-f37627129e5c,2026-01-16,B,Centro,Mobile,Ads,Nuevo,0,0.0
f9c1bd3f-b9c1-4fcb-aa8d-926ae1e94257,2026-01-25,A,Norte,Desktop,Organic,Recurrente,0,0.0
916e0703-0e60-4fcb-8aa3-8fcb519e0653,2026-01-28,A,Centro,Desktop,Ads,Nuevo,0,0.0
04926ef1-b05f-4ba5-9ea9-030928ab6bec,2026-01-14,A,Norte,Mobile,Ads,Nuevo,1,86.13
6414f0eb-2d83-4287-bafa-cbd69af28ea0,2026-01-21,B,Centro,Mobile,Email,Recurrente,0,0.0
bb705ed1-76ec-4f07-ba93-3239cbdb8497,2026-01-16,B,Sur,Mobile,Referral,Nuevo,0,0.0
e97367a1-fe5c-449a-b61c-5b86f2e960fe,2026-01-12,A,Centro,Mobile,Email,Nuevo,0,0.0
8b5ebcc7-02fe-4d16-b9f2-27d4fe4356fd,2026-01-07,B,Norte,Mobile,Organic,Nuevo,0,0.0
52cc021f-cd10-4f48-8f19-86fd10d60e95,2026-01-16,B,Centro,Desktop,Email,Recurrente,0,0.0
2e5773c0-227d-4cd9-9589-eafd1af13af4,2026-01-11,B,Norte,Mobile,Organic,Recurrente,0,0.0
dba26f7e-d5fe-4347-8d9f-0dea584a2c05,2026-01-23,A,Centro,Mobile,Ads,Nuevo,0,0.0
592d4803-2f8a-40a6-8f61-55c09184ab52,2026-01-04,B,Oriente,Desktop,Email,Nuevo,0,0.0
3dfb1b44-d3a6-4298-90ed-2e874d4c367c,2026-01-21,B,Norte,Desktop,Organic,Nuevo,0,0.0
e63283a9-4fe0-4515-84e6-5dbe6368d7d3,2026-01-21,B,Norte,Mobile,Ads,Nuevo,0,0.0
3d3a6563-2993-4a19-9c01-a7079868b7e5,2026-01-03,B,Norte,Mobile,Referral,Nuevo,0,0.0
796a3455-2173-4d52-8b01-d3d330924904,2026-01-27,B,Occidente,Desktop,Organic,Recurrente,0,0.0
898965d4-c652-43b3-8cbc-f4b1a106e01b,2026-01-21,A,Centro,Desktop,Ads,Nuevo,1,61.88
1b49f94d-ac6b-4234-9cf2-5514d7c2ec4d,2026-01-17,B,Occidente,Desktop,Ads,Recurrente,0,0.0
c9e6420b-f8a9-4eab-9f24-57ffaf84093a,2026-01-22,A,Norte,Mobile,Email,Nuevo,0,0.0
1f526050-00ce-4712-b11a-37a29e5e1df8,2026-01-06,B,Norte,Desktop,Ads,Nuevo,0,0.0
ff4613c4-ae7e-4598-a390-4170a1cbdcf2,2026-01-08,A,Norte,Desktop,Email,Recurrente,0,0.0
dc03d427-0c72-41c3-9786-a60ff574875c,2026-01-22,A,Occidente,Desktop,Ads,Nuevo,0,0.0
af6e5d41-e622-48f9-ba16-beee316d10f1,2026-01-14,B,Norte,Mobile,Organic,Nuevo,0,0.0
41f6186f-f40b-4bba-9c9a-dc6fc0e5e70a,2026-01-05,B,Centro,Desktop,Ads,Recurrente,1,62.07
5a6c0f48-8506-4a80-b714-4deece8cf062,2026-01-07,B,Centro,Desktop,Email,Nuevo,0,0.0
40185805-9065-47c8-86c9-92463645190e,2026-01-23,B,Centro,Mobile,Email,Nuevo,1,88.01
a9ce1f09-48fe-4f93-8c5b-1ab8fc962871,2026-01-14,A,Centro,Desktop,Email,Nuevo,0,0.0
1b5fc39e-9f32-4b6d-a8d3-0ce75090f543,2026-01-28,B,Centro,Mobile,Email,Recurrente,0,0.0
8d09ab08-238c-4198-aff0-316e4c118de7,2026-01-15,B,Norte,Desktop,Referral,Nuevo,0,0.0
706abd19-bce9-4b50-aa9d-1e07c3d2d9b2,2026-01-11,A,Norte,Mobile,Organic,Nuevo,1,72.74
12adb0ac-00f6-4822-bd0b-79c3e4c1d1d3,2026-01-10,B,Occidente,Mobile,Organic,Recurrente,0,0.0
7dde96e3-5ba2-48ce-9941-72868f49f705,2026-01-13,B,Norte,Mobile,Organic,Nuevo,0,0.0
424c5198-c70c-4418-b566-828e8edd5b42,2026-01-23,A,Occidente,Mobile,Email,Nuevo,0,0.0
9685df89-a0fa-4a49-8377-0db51df8b509,2026-01-06,A,Occidente,Mobile,Email,Nuevo,0,0.0
873faa39-39d8-436c-989e-2688661bbc0b,2026-01-25,A,Sur,Desktop,Organic,Nuevo,1,95.94
327541dd-6353-411c-a228-9da3ee2fc53d,2026-01-18,B,Centro,Mobile,Organic,Recurrente,0,0.0
60b035d2-6ebc-4b05-bcef-eff6083e76a7,2026-01-05,B,Centro,Mobile,Ads,Nuevo,0,0.0
06bcefd5-6511-46f1-8d6a-7d39d410b976,2026-01-21,B,Sur,Mobile,Organic,Recurrente,0,0.0
0782c52e-889f-400c-b00f-d51159c70b1c,2026-01-15,B,Norte,Mobile,Organic,Recurrente,1,60.75
d36ca1c6-6a9c-406e-84c4-b91bc4f83491,2026-01-08,A,Centro,Mobile,Organic,Nuevo,0,0.0
8f1402c0-a22c-4aae-a89f-735fddae80f5,2026-01-16,B,Sur,Mobile,Ads,Recurrente,0,0.0
37f022ed-de4c-44ed-9e2c-44ab334e0b30,2026-01-11,B,Centro,Mobile,Email,Nuevo,0,0.0
b1e78ab3-0d5b-4312-b823-545a9b2ce44a,2026-01-01,B,Norte,Mobile,Ads,Nuevo,0,0.0
d60a6f55-6383-4a42-81c0-bca0fe5fea92,2026-01-08,A,Norte,Desktop,Organic,Nuevo,0,0.0
ffb08c67-69aa-452e-bafe-020d92f16bde,2026-01-28,A,Occidente,Mobile,Ads,Recurrente,0,0.0
5bf56187-009f-4052-b0bb-9d0af1a95b6f,2026-01-05,A,Occidente,Desktop,Organic,Recurrente,0,0.0
7e5a0443-84d4-49a9-b795-c694c1963e45,2026-01-17,B,Norte,Mobile,Email,Nuevo,0,0.0
b66bef99-6588-4281-b4ce-b0b1cc4236ed,2026-01-16,A,Occidente,Desktop,Ads,Nuevo,0,0.0
03f47e30-83e6-4910-b731-dd9cbb9d0c1d,2026-01-26,A,Centro,Mobile,Referral,Nuevo,0,0.0
aba4f91a-4afe-4cbd-b986-b82de41ae39e,2026-01-24,B,Norte,Mobile,Organic,Recurrente,0,0.0
9baf6bd1-74f6-4b09-a2e0-a34ccbdbf55a,2026-01-03,B,Norte,Mobile,Ads,Nuevo,0,0.0
7884a437-f4f7-473b-bbff-d7305033f095,2026-01-05,B,Centro,Desktop,Organic,Nuevo,0,0.0
2c440ba1-23e6-4555-9416-e840acf46f9f,2026-01-24,A,Sur,Desktop,Ads,Nuevo,1,42.74
b98a4b2d-889a-4eb2-adb3-3ec6aa1ce488,2026-01-13,B,Sur,Mobile,Ads,Recurrente,0,0.0
5277dbd6-defd-45da-9464-0677ce3823a7,2026-01-21,A,Centro,Desktop,Referral,Nuevo,0,0.0
f140fa4f-24c5-4f36-9db9-cb9f54bc56fc,2026-01-18,A,Norte,Mobile,Email,Nuevo,1,44.78
f69ca14f-c230-4000-b92a-9f602b41f7bc,2026-01-25,A,Occidente,Desktop,Referral,Nuevo,1,24.82
5e387d15-8215-4576-b86d-e79460b1a98d,2026-01-27,B,Norte,Desktop,Ads,Nuevo,0,0.0
9033fdfe-226b-4836-9fba-0f62aa83bd46,2026-01-03,A,Norte,Mobile,Ads,Nuevo,1,40.69
8accfc10-4de6-4599-aff8-ee02f486f73b,2026-01-25,A,Occidente,Mobile,Organic,Recurrente,1,82.13
4f1c93d0-cc40-405b-8bf0-9f971b1b375f,2026-01-17,A,Sur,Desktop,Organic,Recurrente,0,0.0
11432999-79c1-4f87-a8ca-9ab54f680fce,2026-01-04,B,Sur,Desktop,Email,Recurrente,0,0.0
7deebd0c-fbb9-457e-8eda-5285b66b7081,2026-01-11,A,Oriente,Mobile,Organic,Recurrente,0,0.0
76feff9e-572d-4eca-939e-ab6551299546,2026-01-28,B,Occidente,Mobile,Ads,Recurrente,0,0.0
656ecff8-3d3f-4229-a48f-d51c3439953b,2026-01-23,B,Oriente,Mobile,Ads,Recurrente,0,0.0
c1db0e41-8de0-47f5-b338-d41d9b19915e,2026-01-03,B,Occidente,Mobile,Ads,Nuevo,0,0.0
c53af434-c9d4-4135-a7ed-a13c7266c9ff,2026-01-16,B,Oriente,Mobile,Email,Recurrente,0,0.0
82e657b0-c8b3-46be-a69d-76ff3f59191d,2026-01-06,B,Sur,Mobile,Referral,Recurrente,1,116.79
9a1a8a0d-6b05-4af0-9081-bb8aaad2b1f9,2026-01-10,A,Sur,Desktop,Organic,Nuevo,0,0.0
820ebe2b-5bed-4eb7-b10d-3831f75cd474,2026-01-16,B,Norte,Mobile,Ads,Nuevo,1,122.53
66951e36-855e-4a08-aa79-aa61357c9cf7,2026-01-23,A,Centro,Mobile,Organic,Nuevo,0,0.0
fe7e0231-25b8-4ce8-9fa6-8704f8a87ff7,2026-01-11,B,Centro,Mobile,Organic,Nuevo,0,0.0
86b6efd7-924f-4e93-99f4-500fe29b9266,2026-01-07,B,Centro,Desktop,Ads,Nuevo,0,0.0
97af4f81-7fde-423b-990e-8d864fe7be97,2026-01-21,B,Sur,Mobile,Organic,Nuevo,0,0.0
44290655-14aa-443a-82b4-36ccde1faf5b,2026-01-18,B,Centro,Mobile,Organic,Nuevo,1,88.23
6b835aa0-4814-45f8-9633-a816ca2cd178,2026-01-28,B,Centro,Desktop,Ads,Recurrente,1,39.3
6402d65e-ed4c-445b-9ab3-98fd24e18da9,2026-01-23,A,Occidente,Desktop,Organic,Nuevo,0,0.0
c5d90dd2-ca7a-445e-bba3-8ec07c5c0bd0,2026-01-19,A,Occidente,Desktop,Organic,Nuevo,0,0.0
c3fb780b-e788-46a8-81b0-04ba87aeaa0f,2026-01-28,A,Sur,Mobile,Organic,Recurrente,0,0.0
e670c7df-b821-4f92-899d-ba55c6a118dd,2026-01-16,A,Norte,Desktop,Email,Nuevo,0,0.0
50e06bce-5f63-41b7-b154-e5bd4663ff6d,2026-01-13,B,Sur,Desktop,Ads,Recurrente,1,54.05
e220280e-49a3-48f7-9d85-479ef53969de,2026-01-24,B,Sur,Mobile,Organic,Nuevo,0,0.0
2c77ef83-05ca-4182-b933-850f30624d12,2026-01-18,A,Norte,Mobile,Organic,Nuevo,0,0.0
7c9c6d11-3c33-463b-8a02-ab1c72e5622d,2026-01-03,B,Centro,Mobile,Ads,Nuevo,0,0.0
3d34e5ca-013c-43cd-bf5d-2a2e5dd9be12,2026-01-22,A,Centro,Mobile,Organic,Nuevo,0,0.0
086161f8-7daf-4029-9b8d-f0237cf0175e,2026-01-21,B,Centro,Desktop,Organic,Recurrente,0,0.0
9e6248ce-fb97-4a07-a9e4-fd8571b4e7b3,2026-01-22,B,Centro,Mobile,Organic,Nuevo,0,0.0
e27ada8b-1a8d-419d-b5c3-fe5b79f3bb6b,2026-01-18,A,Occidente,Mobile,Organic,Nuevo,0,0.0
7bac32b1-1813-451b-a731-185f724d54e2,2026-01-18,B,Sur,Mobile,Organic,Nuevo,0,0.0
0036c2f9-56bf-42ab-9286-78e1d04f0700,2026-01-19,B,Norte,Desktop,Organic,Nuevo,0,0.0
cf2c700a-4e7b-4a53-82a3-d2bd2c8e14c0,2026-01-02,A,Norte,Mobile,Organic,Nuevo,1,28.27
3d05bba4-c8db-4f5f-8e47-3a9a59a639c3,2026-01-01,A,Norte,Mobile,Organic,Nuevo,0,0.0
3d60a883-434c-404b-907e-dbb22abb023b,2026-01-25,B,Oriente,Mobile,Email,Nuevo,0,0.0
a7104744-d51f-4a38-95a4-3b725ac886ba,2026-01-21,B,Sur,Desktop,Organic,Nuevo,0,0.0
e6b011fd-663c-488e-bfbb-fd2f39bdbab4,2026-01-28,B,Norte,Mobile,Ads,Nuevo,0,0.0
f1468884-0432-48ba-b6de-ca9c15e902ba,2026-01-12,B,Norte,Mobile,Organic,Nuevo,0,0.0
7a66b690-eb4b-457c-89e6-98607e9b79bf,2026-01-27,A,Centro,Mobile,Organic,Nuevo,0,0.0
71f08f1c-67a5-4455-8e6f-8208e2486aef,2026-01-04,A,Centro,Mobile,Organic,Recurrente,1,61.45
234c4b0a-1475-4c90-88b8-ec051a914fe8,2026-01-28,A,Norte,Desktop,Organic,Recurrente,0,0.0
ad0535de-8c96-42f8-8065-27a7e3335962,2026-01-12,A,Sur,Mobile,Email,Nuevo,1,48.63
0a3c93ba-3c8f-4b1d-aeb4-126664466a8b,2026-01-21,B,Oriente,Desktop,Organic,Recurrente,0,0.0
59cd8f3f-6314-419a-b0e1-d92f3b96bda7,2026-01-10,B,Centro,Mobile,Ads,Nuevo,0,0.0
276758e4-25f7-4f41-bba2-58d4a98e62c3,2026-01-10,A,Sur,Mobile,Ads,Recurrente,0,0.0
1b9ae3d0-fefd-4f17-b48a-5f75df62af85,2026-01-25,A,Norte,Mobile,Ads,Recurrente,0,0.0
ef1dee96-3a15-4792-8745-1ecf8557c95f,2026-01-03,A,Sur,Mobile,Organic,Nuevo,0,0.0
c5953ff2-2d8c-47b5-be72-5ea3f481f1bd,2026-01-05,B,Centro,Desktop,Email,Nuevo,0,0.0
13544873-a8e6-42d7-a44d-cf3fc89d65ed,2026-01-07,B,Occidente,Desktop,Organic,Nuevo,0,0.0
f9e88ffc-88db-40b7-a356-48bfba52bad8,2026-01-04,B,Centro,Mobile,Organic,Nuevo,1,34.01
173b9f0c-b1f9-44da-aafb-c268e982ded2,2026-01-06,A,Sur,Desktop,Ads,Nuevo,0,0.0
44d64e8d-f8f0-4052-a2d9-805d094b9a0c,2026-01-23,A,Centro,Desktop,Organic,Nuevo,0,0.0
ce9ca742-d2a4-4726-ae9a-eb78102fc078,2026-01-18,A,Oriente,Mobile,Organic,Nuevo,0,0.0
7c71c2f6-7033-4885-85cd-f97565cd8e2a,2026-01-28,B,Occidente,Desktop,Organic,Recurrente,0,0.0
16d75532-1f5f-4357-ba6e-20d6a87e1982,2026-01-07,A,Centro,Desktop,Organic,Nuevo,0,0.0
2e0ccc66-275c-4318-8539-deae9212a4a3,2026-01-13,A,Norte,Desktop,Email,Recurrente,0,0.0
23ae3341-b079-4136-b24b-92a6852c2218,2026-01-25,A,Norte,Mobile,Organic,Nuevo,0,0.0
3a9b4233-ab2c-425b-985e-5195caaeb696,2026-01-25,A,Norte,Desktop,Organic,Nuevo,0,0.0
9e434818-c4a2-44f7-98a0-9f0d9bf2a442,2026-01-02,A,Centro,Desktop,Organic,Nuevo,0,0.0
7392de92-b497-4cef-b882-4495733619f3,2026-01-06,A,Occidente,Desktop,Organic,Nuevo,1,40.01
90ec8ad0-0dff-4143-8741-a83741ac1b4d,2026-01-15,B,Norte,Desktop,Ads,Recurrente,0,0.0
120dbf35-0221-4b35-9fe5-adab74545cae,2026-01-10,A,Centro,Mobile,Ads,Nuevo,0,0.0
aec5e89d-88bf-4de6-99eb-dc310a9ac04b,2026-01-17,A,Centro,Mobile,Ads,Recurrente,0,0.0
42356f44-3f90-4ab9-85c5-e9260ceb5fff,2026-01-02,A,Centro,Desktop,Referral,Recurrente,0,0.0
f226db8b-3c5a-466a-a0d6-030927d5f997,2026-01-12,B,Occidente,Desktop,Ads,Nuevo,0,0.0
b53c880b-7744-473a-9bfb-13ed45b969b1,2026-01-04,B,Occidente,Mobile,Ads,Nuevo,0,0.0
d1618f2f-630d-4bf3-af7d-63d45ff9e36f,2026-01-28,A,Sur,Desktop,Organic,Nuevo,0,0.0
3c6cdca2-8ed5-41b3-9b33-6d1eeb83018b,2026-01-09,B,Norte,Desktop,Ads,Nuevo,0,0.0
657194d7-a528-4321-bf1b-a581925de7a2,2026-01-13,B,Oriente,Desktop,Organic,Nuevo,0,0.0
d8103777-eeb8-4404-b95c-6f0320d3b0b7,2026-01-08,B,Centro,Desktop,Ads,Nuevo,0,0.0
d2802be3-6037-49ea-a608-3ca0d2599a43,2026-01-04,B,Norte,Desktop,Ads,Recurrente,0,0.0
6539a865-ab1b-43af-ba92-479f7716f94f,2026-01-18,B,Oriente,Mobile,Referral,Nuevo,0,0.0
0e641515-543f-49b2-94b3-7b8406795179,2026-01-04,A,Norte,Desktop,Organic,Nuevo,0,0.0
2db562af-5237-4751-a719-a96e9f111be3,2026-01-09,A,Centro,Mobile,Email,Recurrente,0,0.0
c582f86e-8b73-4805-9e77-b65f1ef62e54,2026-01-13,A,Centro,Mobile,Organic,Nuevo,0,0.0
0da5295f-eac0-414c-91e3-9502a69d8125,2026-01-08,A,Norte,Desktop,Organic,Recurrente,1,36.07
9aba5b66-e32a-4bea-9018-214dde4f8cb8,2026-01-09,A,Norte,Desktop,Email,Recurrente,0,0.0
aa8f4d33-ab38-4e57-815b-bc97c00edd92,2026-01-19,A,Occidente,Mobile,Email,Recurrente,0,0.0
5336258a-4704-469d-b76a-1a652c861055,2026-01-05,A,Centro,Mobile,Organic,Nuevo,0,0.0
57e63a37-8952-406e-b8f6-7adda99b6538,2026-01-21,A,Sur,Mobile,Organic,Nuevo,0,0.0
ab5ab6ed-716c-4d2d-86f4-7635fe32c4b5,2026-01-13,B,Centro,Desktop,Referral,Nuevo,0,0.0
bd4e954c-ee9b-45e6-947f-067d93e5a589,2026-01-19,B,Norte,Mobile,Organic,Recurrente,0,0.0
96288ced-df00-4468-ae2e-2167c787064f,2026-01-08,B,Norte,Desktop,Organic,Nuevo,0,0.0
2329e9ea-a622-4118-9eb1-94229ff0db38,2026-01-27,A,Occidente,Mobile,Ads,Recurrente,0,0.0
84bf77a0-9483-4a12-9265-fe50832c2ab7,2026-01-23,A,Norte,Desktop,Organic,Nuevo,0,0.0
722be689-74d7-4784-8b37-790aefa5da2c,2026-01-17,A,Norte,Mobile,Organic,Recurrente,0,0.0
